Date,City,CO,NO2,SO2,O3,PM2.5,PM10,Type
2024-02-25 13:00:00+00:00,Moscow,275.0,24.9,26.6,55.0,14.9,19.9,Industrial
2024-02-25 14:00:00+00:00,Moscow,261.0,26.3,23.9,52.0,14.7,19.0,Industrial
2024-02-25 15:00:00+00:00,Moscow,270.0,28.5,23.8,54.0,14.7,19.1,Industrial
2024-02-25 16:00:00+00:00,Moscow,276.0,32.7,25.8,53.0,15.2,19.7,Industrial
2024-02-25 17:00:00+00:00,Moscow,260.0,30.8,26.3,50.0,14.9,21.0,Industrial
2024-02-25 18:00:00+00:00,Moscow,254.0,28.9,25.2,54.0,16.0,21.5,Industrial
2024-02-25 19:00:00+00:00,Moscow,246.0,27.1,23.3,55.0,16.3,19.7,Industrial
2024-02-25 20:00:00+00:00,Moscow,238.0,22.2,20.5,58.0,16.9,19.0,Industrial
2024-02-25 21:00:00+00:00,Moscow,227.0,15.9,16.8,63.0,16.3,19.0,Industrial
2024-02-25 22:00:00+00:00,Moscow,223.0,15.0,18.6,65.0,15.0,17.9,Industrial
2024-02-25 23:00:00+00:00,Moscow,221.0,14.7,19.9,66.0,14.3,17.1,Industrial
2024-02-26 00:00:00+00:00,Moscow,223.0,15.8,24.2,67.0,14.8,18.1,Industrial
2024-02-26 01:00:00+00:00,Moscow,224.0,20.0,26.3,62.0,15.4,20.8,Industrial
2024-02-26 02:00:00+00:00,Moscow,226.0,20.8,28.8,61.0,15.4,20.9,Industrial
2024-02-26 03:00:00+00:00,Moscow,230.0,26.5,33.3,57.0,16.0,22.0,Industrial
2024-02-26 04:00:00+00:00,Moscow,258.0,34.4,39.0,49.0,17.6,23.2,Industrial
2024-02-26 05:00:00+00:00,Moscow,311.0,45.1,43.5,36.0,18.9,26.6,Industrial
2024-02-26 06:00:00+00:00,Moscow,315.0,42.8,44.5,35.0,19.8,26.9,Industrial
2024-02-26 07:00:00+00:00,Moscow,313.0,38.5,45.0,38.0,19.7,27.4,Industrial
2024-02-26 08:00:00+00:00,Moscow,307.0,35.1,42.9,46.0,19.5,27.7,Industrial
2024-02-26 09:00:00+00:00,Moscow,302.0,32.1,41.1,48.0,20.0,27.4,Industrial
2024-02-26 10:00:00+00:00,Moscow,299.0,29.9,38.3,51.0,20.7,26.3,Industrial
2024-02-26 11:00:00+00:00,Moscow,305.0,31.2,39.2,50.0,22.1,28.1,Industrial
2024-02-26 12:00:00+00:00,Moscow,306.0,32.3,40.3,48.0,22.7,28.8,Industrial
2024-02-26 13:00:00+00:00,Moscow,311.0,34.5,41.3,45.0,23.3,30.0,Industrial
2024-02-26 14:00:00+00:00,Moscow,322.0,38.8,42.1,41.0,24.0,32.4,Industrial
2024-02-26 15:00:00+00:00,Moscow,346.0,49.6,43.3,35.0,25.4,35.2,Industrial
2024-02-26 16:00:00+00:00,Moscow,361.0,54.9,45.2,33.0,26.3,35.8,Industrial
2024-02-26 17:00:00+00:00,Moscow,338.0,54.7,44.7,33.0,26.8,35.7,Industrial
2024-02-26 18:00:00+00:00,Moscow,325.0,48.8,45.0,38.0,27.3,35.8,Industrial
2024-02-26 19:00:00+00:00,Moscow,339.0,51.5,43.9,32.0,28.6,35.6,Industrial
2024-02-26 20:00:00+00:00,Moscow,336.0,44.6,37.5,40.0,27.0,32.4,Industrial
2024-02-26 21:00:00+00:00,Moscow,316.0,38.6,31.1,45.0,25.5,30.5,Industrial
2024-02-26 22:00:00+00:00,Moscow,277.0,32.3,29.5,50.0,24.0,27.6,Industrial
2024-02-26 23:00:00+00:00,Moscow,258.0,28.5,29.5,52.0,23.1,26.5,Industrial
2024-02-27 00:00:00+00:00,Moscow,244.0,28.9,32.3,48.0,25.8,30.3,Industrial
2024-02-27 01:00:00+00:00,Moscow,248.0,31.2,33.1,47.0,26.2,30.6,Industrial
2024-02-27 02:00:00+00:00,Moscow,254.0,31.0,37.1,46.0,26.3,30.9,Industrial
2024-02-27 03:00:00+00:00,Moscow,254.0,33.1,37.4,43.0,27.1,31.9,Industrial
2024-02-27 04:00:00+00:00,Moscow,279.0,50.4,51.7,26.0,27.9,33.1,Industrial
2024-02-27 05:00:00+00:00,Moscow,375.0,59.1,60.1,14.0,31.2,40.3,Industrial
2024-02-27 06:00:00+00:00,Moscow,437.0,50.8,61.0,11.0,30.6,39.9,Industrial
2024-02-27 07:00:00+00:00,Moscow,445.0,47.0,64.3,16.0,30.3,39.3,Industrial
2024-02-27 08:00:00+00:00,Moscow,412.0,37.9,60.5,22.0,29.9,37.6,Industrial
2024-02-27 09:00:00+00:00,Moscow,366.0,34.2,57.4,35.0,27.6,35.3,Industrial
2024-02-27 10:00:00+00:00,Moscow,336.0,29.5,48.6,47.0,25.0,31.5,Industrial
2024-02-27 11:00:00+00:00,Moscow,347.0,31.2,51.1,51.0,23.9,32.7,Industrial
2024-02-27 12:00:00+00:00,Moscow,344.0,32.7,53.2,47.0,24.3,36.0,Industrial
2024-02-27 13:00:00+00:00,Moscow,405.0,41.7,57.0,33.0,27.8,37.9,Industrial
2024-02-27 14:00:00+00:00,Moscow,474.0,53.4,57.4,25.0,31.8,39.2,Industrial
2024-02-27 15:00:00+00:00,Moscow,500.0,67.7,57.7,14.0,35.0,40.1,Industrial
2024-02-27 16:00:00+00:00,Moscow,514.0,75.5,62.4,3.0,34.7,42.0,Industrial
2024-02-27 17:00:00+00:00,Moscow,514.0,78.8,62.5,5.0,32.4,41.6,Industrial
2024-02-27 18:00:00+00:00,Moscow,475.0,71.1,59.2,9.0,30.8,40.5,Industrial
2024-02-27 19:00:00+00:00,Moscow,427.0,65.4,57.3,15.0,29.9,38.9,Industrial
2024-02-27 20:00:00+00:00,Moscow,416.0,59.6,46.2,20.0,28.9,36.3,Industrial
2024-02-27 21:00:00+00:00,Moscow,393.0,45.3,35.3,34.0,26.3,34.3,Industrial
2024-02-27 22:00:00+00:00,Moscow,334.0,38.6,31.9,44.0,27.0,32.8,Industrial
2024-02-27 23:00:00+00:00,Moscow,286.0,34.0,30.2,52.0,25.8,30.4,Industrial
2024-02-28 00:00:00+00:00,Moscow,264.0,28.1,29.2,53.0,23.6,28.3,Industrial
2024-02-28 01:00:00+00:00,Moscow,261.0,29.2,29.5,51.0,24.5,29.2,Industrial
2024-02-28 02:00:00+00:00,Moscow,263.0,31.6,31.6,49.0,24.1,30.8,Industrial
2024-02-28 03:00:00+00:00,Moscow,268.0,37.4,40.4,43.0,23.7,31.4,Industrial
2024-02-28 04:00:00+00:00,Moscow,310.0,57.1,52.8,23.0,26.1,33.0,Industrial
2024-02-28 05:00:00+00:00,Moscow,428.0,60.6,59.1,10.0,28.4,38.2,Industrial
2024-02-28 06:00:00+00:00,Moscow,470.0,50.5,60.0,19.0,29.9,38.7,Industrial
2024-02-28 07:00:00+00:00,Moscow,417.0,43.2,58.0,29.0,30.4,38.4,Industrial
2024-02-28 08:00:00+00:00,Moscow,389.0,33.7,50.5,39.0,28.9,34.5,Industrial
2024-02-28 09:00:00+00:00,Moscow,338.0,28.1,45.4,44.0,26.5,32.0,Industrial
2024-02-28 10:00:00+00:00,Moscow,320.0,27.4,37.7,50.0,23.8,28.9,Industrial
2024-02-28 11:00:00+00:00,Moscow,332.0,28.2,38.5,50.0,24.9,30.5,Industrial
2024-02-28 12:00:00+00:00,Moscow,319.0,31.1,36.1,50.0,25.1,31.1,Industrial
2024-02-28 13:00:00+00:00,Moscow,346.0,34.5,34.7,47.0,25.9,32.7,Industrial
2024-02-28 14:00:00+00:00,Moscow,384.0,45.0,38.3,36.0,28.2,35.8,Industrial
2024-02-28 15:00:00+00:00,Moscow,442.0,56.0,43.9,23.0,30.2,38.7,Industrial
2024-02-28 16:00:00+00:00,Moscow,414.0,61.0,52.4,20.0,30.3,39.0,Industrial
2024-02-28 17:00:00+00:00,Moscow,409.0,62.2,56.0,15.0,29.4,37.4,Industrial
2024-02-28 18:00:00+00:00,Moscow,397.0,58.1,53.7,19.0,28.3,36.3,Industrial
2024-02-28 19:00:00+00:00,Moscow,368.0,55.5,50.4,18.0,27.1,35.0,Industrial
2024-02-28 20:00:00+00:00,Moscow,331.0,45.4,40.9,30.0,24.6,32.5,Industrial
2024-02-28 21:00:00+00:00,Moscow,298.0,34.5,27.3,42.0,22.7,30.0,Industrial
2024-02-28 22:00:00+00:00,Moscow,264.0,29.4,25.4,50.0,21.7,27.9,Industrial
2024-02-28 23:00:00+00:00,Moscow,244.0,24.3,24.8,49.0,21.8,26.1,Industrial
2024-02-29 00:00:00+00:00,Moscow,237.0,22.4,24.2,50.0,21.6,26.0,Industrial
2024-02-29 01:00:00+00:00,Moscow,240.0,23.6,24.0,50.0,22.0,26.2,Industrial
2024-02-29 02:00:00+00:00,Moscow,237.0,27.4,28.8,49.0,22.3,26.5,Industrial
2024-02-29 03:00:00+00:00,Moscow,244.0,30.9,34.4,44.0,23.3,28.4,Industrial
2024-02-29 04:00:00+00:00,Moscow,289.0,45.7,47.2,28.0,26.0,32.2,Industrial
2024-02-29 05:00:00+00:00,Moscow,382.0,54.3,48.3,14.0,28.3,38.0,Industrial
2024-02-29 06:00:00+00:00,Moscow,414.0,47.5,49.4,19.0,27.6,37.7,Industrial
2024-02-29 07:00:00+00:00,Moscow,372.0,42.2,49.9,21.0,28.7,37.1,Industrial
2024-02-29 08:00:00+00:00,Moscow,386.0,40.7,52.7,25.0,30.8,38.3,Industrial
2024-02-29 09:00:00+00:00,Moscow,382.0,38.8,49.8,30.0,32.0,39.9,Industrial
2024-02-29 10:00:00+00:00,Moscow,375.0,39.5,45.1,31.0,29.1,37.1,Industrial
2024-02-29 11:00:00+00:00,Moscow,393.0,39.5,46.1,30.0,33.5,39.5,Industrial
2024-02-29 12:00:00+00:00,Moscow,409.0,43.2,45.9,28.0,34.0,39.6,Industrial
2024-02-29 13:00:00+00:00,Moscow,428.0,43.9,45.6,24.0,33.7,38.5,Industrial
2024-02-29 14:00:00+00:00,Moscow,464.0,48.3,45.6,18.0,35.2,39.1,Industrial
2024-02-29 15:00:00+00:00,Moscow,500.0,59.3,46.4,9.0,34.8,41.6,Industrial
2024-02-29 16:00:00+00:00,Moscow,547.0,66.0,51.5,5.0,34.9,43.6,Industrial
2024-02-29 17:00:00+00:00,Moscow,504.0,57.9,56.1,4.0,34.8,45.9,Industrial
2024-02-29 18:00:00+00:00,Moscow,466.0,58.6,60.6,4.0,34.2,41.3,Industrial
2024-02-29 19:00:00+00:00,Moscow,467.0,58.4,59.5,3.0,37.0,42.2,Industrial
2024-02-29 20:00:00+00:00,Moscow,481.0,57.8,56.7,3.0,42.7,50.3,Industrial
2024-02-29 21:00:00+00:00,Moscow,464.0,55.9,45.6,5.0,41.0,47.4,Industrial
2024-02-29 22:00:00+00:00,Moscow,438.0,56.5,46.8,9.0,41.1,47.2,Industrial
2024-02-29 23:00:00+00:00,Moscow,431.0,54.1,47.3,8.0,43.3,52.1,Industrial
2024-03-01 00:00:00+00:00,Moscow,410.0,53.6,55.2,8.0,43.7,55.2,Industrial
2024-03-01 01:00:00+00:00,Moscow,421.0,51.1,58.1,2.0,46.5,58.8,Industrial
2024-03-01 02:00:00+00:00,Moscow,467.0,49.8,67.1,1.0,48.6,61.6,Industrial
2024-03-01 03:00:00+00:00,Moscow,530.0,52.7,87.9,0.0,52.5,65.4,Industrial
2024-03-01 04:00:00+00:00,Moscow,692.0,62.4,119.7,0.0,65.1,82.8,Industrial
2024-03-01 05:00:00+00:00,Moscow,1108.0,73.7,158.9,0.0,96.1,113.4,Industrial
2024-03-01 06:00:00+00:00,Moscow,1342.0,84.8,177.0,1.0,113.0,133.4,Industrial
2024-03-01 07:00:00+00:00,Moscow,1397.0,82.9,186.9,2.0,115.5,139.4,Industrial
2024-03-01 08:00:00+00:00,Moscow,1524.0,88.6,183.4,3.0,106.2,147.3,Industrial
2024-03-01 09:00:00+00:00,Moscow,1563.0,96.5,163.8,4.0,101.4,143.1,Industrial
2024-03-01 10:00:00+00:00,Moscow,1436.0,96.0,169.6,4.0,108.6,129.7,Industrial
2024-03-01 11:00:00+00:00,Moscow,1308.0,90.6,159.0,4.0,117.8,137.1,Industrial
2024-03-01 12:00:00+00:00,Moscow,1308.0,94.7,174.3,3.0,114.8,133.2,Industrial
2024-03-01 13:00:00+00:00,Moscow,1341.0,93.9,190.6,2.0,123.4,141.0,Industrial
2024-03-01 14:00:00+00:00,Moscow,1419.0,87.8,152.9,1.0,94.2,137.6,Industrial
2024-03-01 15:00:00+00:00,Moscow,1502.0,89.0,157.9,0.0,96.4,144.8,Industrial
2024-03-01 16:00:00+00:00,Moscow,1526.0,85.0,136.9,0.0,97.8,136.5,Industrial
2024-03-01 17:00:00+00:00,Moscow,1273.0,81.8,128.0,0.0,90.5,113.0,Industrial
2024-03-01 18:00:00+00:00,Moscow,927.0,70.6,98.6,0.0,78.3,98.2,Industrial
2024-03-01 19:00:00+00:00,Moscow,875.0,60.4,84.0,0.0,76.6,91.0,Industrial
2024-03-01 20:00:00+00:00,Moscow,841.0,57.5,74.2,0.0,77.5,91.8,Industrial
2024-03-01 21:00:00+00:00,Moscow,821.0,52.7,64.5,0.0,74.0,84.6,Industrial
2024-03-01 22:00:00+00:00,Moscow,780.0,49.4,51.1,0.0,74.0,89.4,Industrial
2024-03-01 23:00:00+00:00,Moscow,747.0,43.7,45.9,0.0,72.3,89.3,Industrial
2024-03-02 00:00:00+00:00,Moscow,734.0,40.6,49.7,0.0,73.5,89.0,Industrial
2024-03-02 01:00:00+00:00,Moscow,743.0,40.6,60.7,0.0,63.0,75.7,Industrial
2024-03-02 02:00:00+00:00,Moscow,756.0,41.6,68.8,0.0,61.4,77.4,Industrial
2024-03-02 03:00:00+00:00,Moscow,695.0,44.3,90.1,0.0,62.6,76.1,Industrial
2024-03-02 04:00:00+00:00,Moscow,876.0,48.6,108.9,0.0,66.3,76.3,Industrial
2024-03-02 05:00:00+00:00,Moscow,1055.0,53.1,105.8,1.0,66.2,78.4,Industrial
2024-03-02 06:00:00+00:00,Moscow,1125.0,54.0,107.9,2.0,61.6,75.6,Industrial
2024-03-02 07:00:00+00:00,Moscow,1087.0,50.8,94.0,4.0,65.9,74.5,Industrial
2024-03-02 08:00:00+00:00,Moscow,909.0,43.9,85.7,10.0,64.1,78.5,Industrial
2024-03-02 09:00:00+00:00,Moscow,810.0,44.0,68.8,14.0,61.8,73.9,Industrial
2024-03-02 10:00:00+00:00,Moscow,783.0,41.7,72.8,18.0,60.5,73.1,Industrial
2024-03-02 11:00:00+00:00,Moscow,754.0,40.4,71.0,20.0,62.8,76.1,Industrial
2024-03-02 12:00:00+00:00,Moscow,719.0,41.2,63.4,22.0,54.4,68.1,Industrial
2024-03-02 13:00:00+00:00,Moscow,570.0,44.8,54.9,26.0,52.2,61.7,Industrial
2024-03-02 14:00:00+00:00,Moscow,636.0,51.6,49.4,21.0,47.0,57.2,Industrial
2024-03-02 15:00:00+00:00,Moscow,639.0,55.9,46.5,15.0,46.6,57.1,Industrial
2024-03-02 16:00:00+00:00,Moscow,600.0,51.4,42.9,7.0,43.7,54.7,Industrial
2024-03-02 17:00:00+00:00,Moscow,495.0,48.8,40.9,9.0,42.6,48.9,Industrial
2024-03-02 18:00:00+00:00,Moscow,475.0,46.9,38.8,10.0,43.2,47.5,Industrial
2024-03-02 19:00:00+00:00,Moscow,445.0,44.3,35.8,11.0,41.3,45.3,Industrial
2024-03-02 20:00:00+00:00,Moscow,467.0,45.7,33.8,15.0,42.0,45.0,Industrial
2024-03-02 21:00:00+00:00,Moscow,455.0,36.0,27.4,27.0,37.1,43.2,Industrial
2024-03-02 22:00:00+00:00,Moscow,417.0,31.6,21.1,31.0,36.5,42.1,Industrial
2024-03-02 23:00:00+00:00,Moscow,335.0,28.2,22.8,34.0,35.5,37.7,Industrial
2024-03-03 00:00:00+00:00,Moscow,326.0,28.3,26.4,38.0,30.9,35.4,Industrial
2024-03-03 01:00:00+00:00,Moscow,320.0,29.3,25.5,34.0,30.6,32.9,Industrial
2024-03-03 02:00:00+00:00,Moscow,313.0,36.0,31.0,31.0,30.9,34.5,Industrial
2024-03-03 03:00:00+00:00,Moscow,309.0,45.3,43.1,20.0,35.9,42.6,Industrial
2024-03-03 04:00:00+00:00,Moscow,420.0,62.0,55.9,9.0,40.6,48.7,Industrial
2024-03-03 05:00:00+00:00,Moscow,644.0,63.0,62.0,14.0,47.9,57.5,Industrial
2024-03-03 06:00:00+00:00,Moscow,694.0,52.3,62.9,18.0,56.5,64.1,Industrial
2024-03-03 07:00:00+00:00,Moscow,631.0,45.8,55.1,26.0,52.1,59.5,Industrial
2024-03-03 08:00:00+00:00,Moscow,645.0,36.8,60.0,37.0,50.2,55.5,Industrial
2024-03-03 09:00:00+00:00,Moscow,538.0,31.1,58.8,46.0,45.0,47.7,Industrial
2024-03-03 10:00:00+00:00,Moscow,476.0,28.6,46.2,58.0,43.4,47.2,Industrial
2024-03-03 11:00:00+00:00,Moscow,453.0,30.4,48.6,55.0,41.0,49.4,Industrial
2024-03-03 12:00:00+00:00,Moscow,435.0,32.4,52.7,56.0,40.7,49.6,Industrial
2024-03-03 13:00:00+00:00,Moscow,456.0,38.3,43.1,54.0,41.7,53.3,Industrial
2024-03-03 14:00:00+00:00,Moscow,573.0,46.9,43.0,45.0,43.2,50.6,Industrial
2024-03-03 15:00:00+00:00,Moscow,684.0,61.8,42.3,28.0,44.0,51.2,Industrial
2024-03-03 16:00:00+00:00,Moscow,701.0,70.3,43.3,18.0,43.2,52.2,Industrial
2024-03-03 17:00:00+00:00,Moscow,522.0,61.6,42.4,13.0,42.4,51.4,Industrial
2024-03-03 18:00:00+00:00,Moscow,447.0,59.9,45.9,9.0,45.5,52.8,Industrial
2024-03-03 19:00:00+00:00,Moscow,461.0,61.5,43.7,6.0,43.1,56.0,Industrial
2024-03-03 20:00:00+00:00,Moscow,453.0,60.2,36.0,9.0,46.0,53.6,Industrial
2024-03-03 21:00:00+00:00,Moscow,444.0,55.2,34.4,18.0,44.8,51.6,Industrial
2024-03-03 22:00:00+00:00,Moscow,430.0,48.9,29.2,24.0,41.4,46.4,Industrial
2024-03-03 23:00:00+00:00,Moscow,414.0,47.4,32.2,28.0,39.7,42.8,Industrial
2024-03-04 00:00:00+00:00,Moscow,411.0,45.9,34.9,25.0,38.4,41.3,Industrial
2024-03-04 01:00:00+00:00,Moscow,436.0,46.9,47.5,15.0,40.8,46.4,Industrial
2024-03-04 02:00:00+00:00,Moscow,447.0,63.5,61.1,14.0,43.9,53.0,Industrial
2024-03-04 03:00:00+00:00,Moscow,464.0,66.9,71.5,9.0,47.7,54.9,Industrial
2024-03-04 04:00:00+00:00,Moscow,505.0,70.9,84.6,3.0,53.9,62.4,Industrial
2024-03-04 05:00:00+00:00,Moscow,723.0,87.7,95.7,4.0,72.0,82.5,Industrial
2024-03-04 06:00:00+00:00,Moscow,977.0,84.0,98.1,6.0,73.9,79.4,Industrial
2024-03-04 07:00:00+00:00,Moscow,891.0,80.2,95.0,13.0,67.7,76.4,Industrial
2024-03-04 08:00:00+00:00,Moscow,781.0,73.9,92.6,20.0,61.5,70.7,Industrial
2024-03-04 09:00:00+00:00,Moscow,738.0,73.6,87.6,26.0,64.7,77.1,Industrial
2024-03-04 10:00:00+00:00,Moscow,641.0,71.2,84.4,33.0,62.6,74.8,Industrial
2024-03-04 11:00:00+00:00,Moscow,527.0,65.8,86.6,39.0,54.7,60.4,Industrial
2024-03-04 12:00:00+00:00,Moscow,495.0,68.0,90.6,38.0,54.6,63.9,Industrial
2024-03-04 13:00:00+00:00,Moscow,564.0,77.4,89.9,23.0,61.8,69.0,Industrial
2024-03-04 14:00:00+00:00,Moscow,846.0,97.5,90.2,10.0,71.7,79.3,Industrial
2024-03-04 15:00:00+00:00,Moscow,1034.0,112.0,90.4,2.0,77.3,89.5,Industrial
2024-03-04 16:00:00+00:00,Moscow,1164.0,114.6,94.8,0.0,85.8,98.4,Industrial
2024-03-04 17:00:00+00:00,Moscow,1225.0,108.9,107.1,0.0,86.9,99.9,Industrial
2024-03-04 18:00:00+00:00,Moscow,1269.0,105.3,132.6,0.0,93.7,121.0,Industrial
2024-03-04 19:00:00+00:00,Moscow,1097.0,101.9,132.4,0.0,84.9,104.7,Industrial
2024-03-04 20:00:00+00:00,Moscow,1045.0,96.3,118.8,0.0,70.5,95.4,Industrial
2024-03-04 21:00:00+00:00,Moscow,1001.0,88.4,76.5,1.0,70.1,81.1,Industrial
2024-03-04 22:00:00+00:00,Moscow,779.0,80.2,51.9,1.0,62.2,74.0,Industrial
2024-03-04 23:00:00+00:00,Moscow,749.0,78.0,49.3,2.0,60.6,70.7,Industrial
2024-03-05 00:00:00+00:00,Moscow,716.0,80.6,51.7,1.0,56.7,65.3,Industrial
2024-03-05 01:00:00+00:00,Moscow,686.0,82.5,51.7,1.0,63.6,71.0,Industrial
2024-03-05 02:00:00+00:00,Moscow,695.0,84.1,62.7,0.0,72.2,79.1,Industrial
2024-03-05 03:00:00+00:00,Moscow,807.0,94.7,76.3,0.0,77.1,83.4,Industrial
2024-03-05 04:00:00+00:00,Moscow,773.0,95.0,76.2,0.0,72.0,90.1,Industrial
2024-03-05 05:00:00+00:00,Moscow,744.0,86.5,61.6,1.0,81.2,90.3,Industrial
2024-03-05 06:00:00+00:00,Moscow,542.0,66.6,48.8,5.0,52.4,57.6,Industrial
2024-03-05 07:00:00+00:00,Moscow,432.0,47.6,41.0,15.0,35.2,41.9,Industrial
2024-03-05 08:00:00+00:00,Moscow,363.0,38.0,30.9,24.0,27.6,32.3,Industrial
2024-03-05 09:00:00+00:00,Moscow,320.0,35.1,25.6,33.0,24.2,27.0,Industrial
2024-03-05 10:00:00+00:00,Moscow,301.0,32.7,21.9,38.0,18.9,21.4,Industrial
2024-03-05 11:00:00+00:00,Moscow,302.0,32.4,20.4,45.0,14.7,17.4,Industrial
2024-03-05 12:00:00+00:00,Moscow,299.0,34.4,18.4,52.0,14.0,16.5,Industrial
2024-03-05 13:00:00+00:00,Moscow,302.0,39.4,18.5,48.0,14.6,17.2,Industrial
2024-03-05 14:00:00+00:00,Moscow,325.0,47.9,21.2,38.0,16.6,19.4,Industrial
2024-03-05 15:00:00+00:00,Moscow,368.0,56.5,22.1,27.0,17.8,21.8,Industrial
2024-03-05 16:00:00+00:00,Moscow,403.0,62.4,22.5,31.0,16.7,23.1,Industrial
2024-03-05 17:00:00+00:00,Moscow,318.0,46.5,23.8,37.0,17.2,24.8,Industrial
2024-03-05 18:00:00+00:00,Moscow,307.0,47.7,26.2,34.0,19.5,26.9,Industrial
2024-03-05 19:00:00+00:00,Moscow,291.0,49.7,30.5,31.0,20.7,27.5,Industrial
2024-03-05 20:00:00+00:00,Moscow,318.0,48.4,27.9,32.0,21.7,28.5,Industrial
2024-03-05 21:00:00+00:00,Moscow,293.0,39.6,25.9,36.0,23.0,27.2,Industrial
2024-03-05 22:00:00+00:00,Moscow,289.0,39.5,25.2,40.0,22.4,28.6,Industrial
2024-03-05 23:00:00+00:00,Moscow,272.0,38.1,24.7,38.0,23.2,27.7,Industrial
2024-03-06 00:00:00+00:00,Moscow,295.0,36.9,25.1,38.0,22.8,24.6,Industrial
2024-03-06 01:00:00+00:00,Moscow,306.0,43.5,31.6,37.0,20.1,21.5,Industrial
2024-03-06 02:00:00+00:00,Moscow,303.0,46.4,37.1,31.0,22.3,23.7,Industrial
2024-03-06 03:00:00+00:00,Moscow,334.0,53.2,46.4,25.0,24.8,28.7,Industrial
2024-03-06 04:00:00+00:00,Moscow,419.0,66.5,60.4,17.0,28.8,40.9,Industrial
2024-03-06 05:00:00+00:00,Moscow,679.0,70.2,61.4,6.0,43.1,57.6,Industrial
2024-03-06 06:00:00+00:00,Moscow,681.0,71.8,68.9,15.0,64.3,70.2,Industrial
2024-03-06 07:00:00+00:00,Moscow,654.0,63.9,76.3,27.0,51.3,64.6,Industrial
2024-03-06 08:00:00+00:00,Moscow,560.0,57.3,74.1,33.0,45.1,53.7,Industrial
2024-03-06 09:00:00+00:00,Moscow,464.0,56.7,58.3,39.0,36.4,40.7,Industrial
2024-03-06 10:00:00+00:00,Moscow,428.0,56.9,53.7,40.0,35.0,38.4,Industrial
2024-03-06 11:00:00+00:00,Moscow,430.0,53.8,52.1,42.0,33.7,36.8,Industrial
2024-03-06 12:00:00+00:00,Moscow,439.0,61.9,50.9,38.0,32.1,35.5,Industrial
2024-03-06 13:00:00+00:00,Moscow,494.0,71.4,45.9,28.0,34.6,38.8,Industrial
2024-03-06 14:00:00+00:00,Moscow,650.0,83.4,57.1,16.0,45.8,54.1,Industrial
2024-03-06 15:00:00+00:00,Moscow,828.0,91.8,84.4,4.0,66.8,80.8,Industrial
2024-03-06 16:00:00+00:00,Moscow,1025.0,105.3,93.2,1.0,65.7,80.1,Industrial
2024-03-06 17:00:00+00:00,Moscow,974.0,98.2,96.9,0.0,59.2,75.1,Industrial
2024-03-06 18:00:00+00:00,Moscow,883.0,95.4,93.1,0.0,58.3,78.0,Industrial
2024-03-06 19:00:00+00:00,Moscow,865.0,95.4,89.6,0.0,62.5,77.1,Industrial
2024-03-06 20:00:00+00:00,Moscow,795.0,95.5,78.1,0.0,66.0,75.9,Industrial
2024-03-06 21:00:00+00:00,Moscow,711.0,90.4,68.0,0.0,55.3,70.2,Industrial
2024-03-06 22:00:00+00:00,Moscow,614.0,83.4,59.7,1.0,50.2,62.3,Industrial
2024-03-06 23:00:00+00:00,Moscow,554.0,74.1,46.2,2.0,42.3,54.3,Industrial
2024-03-07 00:00:00+00:00,Moscow,520.0,67.9,38.5,5.0,40.7,47.5,Industrial
2024-03-07 01:00:00+00:00,Moscow,501.0,74.7,38.8,6.0,38.8,46.5,Industrial
2024-03-07 02:00:00+00:00,Moscow,510.0,69.8,41.6,10.0,33.2,45.8,Industrial
2024-03-07 03:00:00+00:00,Moscow,519.0,71.6,50.7,9.0,33.5,46.8,Industrial
2024-03-07 04:00:00+00:00,Moscow,558.0,72.8,81.7,1.0,38.0,50.7,Industrial
2024-03-07 05:00:00+00:00,Moscow,761.0,79.5,98.9,4.0,60.9,65.1,Industrial
2024-03-07 06:00:00+00:00,Moscow,866.0,76.6,66.4,11.0,65.4,70.0,Industrial
2024-03-07 07:00:00+00:00,Moscow,750.0,72.2,58.4,20.0,54.3,56.0,Industrial
2024-03-07 08:00:00+00:00,Moscow,658.0,66.1,64.5,25.0,47.9,54.3,Industrial
2024-03-07 09:00:00+00:00,Moscow,616.0,67.6,68.9,27.0,52.4,62.6,Industrial
2024-03-07 10:00:00+00:00,Moscow,578.0,59.4,61.0,30.0,36.5,46.8,Industrial
2024-03-07 11:00:00+00:00,Moscow,541.0,58.0,56.2,33.0,38.0,44.2,Industrial
2024-03-07 12:00:00+00:00,Moscow,486.0,53.3,54.7,30.0,28.0,33.8,Industrial
2024-03-07 13:00:00+00:00,Moscow,440.0,53.0,45.8,26.0,27.3,29.8,Industrial
2024-03-07 14:00:00+00:00,Moscow,450.0,58.4,39.3,19.0,31.4,35.2,Industrial
2024-03-07 15:00:00+00:00,Moscow,646.0,80.0,47.2,6.0,36.8,65.6,Industrial
2024-03-07 16:00:00+00:00,Moscow,717.0,85.2,55.2,1.0,40.1,71.9,Industrial
2024-03-07 17:00:00+00:00,Moscow,614.0,82.5,59.6,2.0,44.7,61.5,Industrial
2024-03-07 18:00:00+00:00,Moscow,534.0,76.9,60.4,2.0,40.2,53.9,Industrial
2024-03-07 19:00:00+00:00,Moscow,470.0,76.4,50.1,1.0,40.1,51.1,Industrial
2024-03-07 20:00:00+00:00,Moscow,439.0,75.7,41.1,2.0,40.0,49.7,Industrial
2024-03-07 21:00:00+00:00,Moscow,432.0,65.1,34.6,4.0,38.0,43.6,Industrial
