Date,City,CO,NO2,SO2,O3,PM2.5,PM10,Type
2024-01-12 09:00:00+00:00,Moscow,270.0,31.0,19.4,43.0,10.0,15.4,Industrial
2024-01-12 10:00:00+00:00,Moscow,271.0,30.3,20.7,43.0,11.4,16.7,Industrial
2024-01-12 11:00:00+00:00,Moscow,282.0,33.6,22.1,43.0,11.7,18.5,Industrial
2024-01-12 12:00:00+00:00,Moscow,312.0,36.9,23.6,42.0,13.6,20.3,Industrial
2024-01-12 13:00:00+00:00,Moscow,383.0,45.2,24.1,35.0,18.3,22.7,Industrial
2024-01-12 14:00:00+00:00,Moscow,446.0,49.9,25.9,25.0,21.8,26.7,Industrial
2024-01-12 15:00:00+00:00,Moscow,454.0,60.0,29.9,16.0,28.1,34.2,Industrial
2024-01-12 16:00:00+00:00,Moscow,509.0,63.2,36.7,10.0,34.2,41.4,Industrial
2024-01-12 17:00:00+00:00,Moscow,469.0,60.0,42.4,13.0,33.6,41.1,Industrial
2024-01-12 18:00:00+00:00,Moscow,427.0,58.3,46.7,10.0,36.4,44.7,Industrial
2024-01-12 19:00:00+00:00,Moscow,432.0,62.2,49.9,7.0,33.7,43.6,Industrial
2024-01-12 20:00:00+00:00,Moscow,486.0,60.6,47.0,6.0,32.2,42.9,Industrial
2024-01-12 21:00:00+00:00,Moscow,442.0,56.0,38.8,9.0,31.2,40.0,Industrial
2024-01-12 22:00:00+00:00,Moscow,426.0,53.9,36.1,14.0,28.2,38.7,Industrial
2024-01-12 23:00:00+00:00,Moscow,363.0,55.6,31.1,16.0,26.0,36.2,Industrial
2024-01-13 00:00:00+00:00,Moscow,448.0,54.8,29.6,12.0,27.1,33.5,Industrial
2024-01-13 01:00:00+00:00,Moscow,441.0,58.4,29.6,21.0,26.1,30.4,Industrial
2024-01-13 02:00:00+00:00,Moscow,418.0,56.1,31.7,22.0,25.9,32.2,Industrial
2024-01-13 03:00:00+00:00,Moscow,427.0,59.5,39.4,16.0,28.2,35.9,Industrial
2024-01-13 04:00:00+00:00,Moscow,461.0,64.7,59.4,3.0,35.5,43.1,Industrial
2024-01-13 05:00:00+00:00,Moscow,638.0,69.6,74.5,1.0,37.1,48.9,Industrial
2024-01-13 06:00:00+00:00,Moscow,685.0,71.0,78.4,1.0,42.6,51.6,Industrial
2024-01-13 07:00:00+00:00,Moscow,718.0,65.9,79.7,7.0,45.7,52.5,Industrial
2024-01-13 08:00:00+00:00,Moscow,682.0,58.1,77.8,9.0,45.9,53.0,Industrial
2024-01-13 09:00:00+00:00,Moscow,727.0,54.0,73.5,15.0,42.6,53.4,Industrial
2024-01-13 10:00:00+00:00,Moscow,733.0,51.5,70.0,21.0,41.9,51.2,Industrial
2024-01-13 11:00:00+00:00,Moscow,662.0,52.1,66.3,19.0,37.0,51.6,Industrial
2024-01-13 12:00:00+00:00,Moscow,664.0,54.7,63.4,17.0,37.4,50.3,Industrial
2024-01-13 13:00:00+00:00,Moscow,757.0,60.2,56.7,11.0,36.0,48.1,Industrial
2024-01-13 14:00:00+00:00,Moscow,822.0,65.7,57.0,2.0,39.6,48.4,Industrial
2024-01-13 15:00:00+00:00,Moscow,830.0,66.6,56.9,1.0,43.8,49.4,Industrial
2024-01-13 16:00:00+00:00,Moscow,772.0,66.6,59.6,1.0,51.1,58.3,Industrial
2024-01-13 17:00:00+00:00,Moscow,686.0,63.5,62.1,1.0,53.0,57.7,Industrial
2024-01-13 18:00:00+00:00,Moscow,539.0,60.1,60.8,2.0,52.8,54.7,Industrial
2024-01-13 19:00:00+00:00,Moscow,507.0,59.1,59.8,4.0,46.8,50.5,Industrial
2024-01-13 20:00:00+00:00,Moscow,492.0,57.6,43.8,5.0,37.2,45.0,Industrial
2024-01-13 21:00:00+00:00,Moscow,465.0,51.7,33.0,9.0,32.2,39.3,Industrial
2024-01-13 22:00:00+00:00,Moscow,397.0,42.8,28.5,18.0,26.6,34.7,Industrial
2024-01-13 23:00:00+00:00,Moscow,352.0,38.3,28.8,25.0,25.0,31.8,Industrial
2024-01-14 00:00:00+00:00,Moscow,328.0,33.4,28.3,29.0,26.2,31.8,Industrial
2024-01-14 01:00:00+00:00,Moscow,299.0,31.9,30.2,35.0,24.5,29.9,Industrial
2024-01-14 02:00:00+00:00,Moscow,295.0,32.5,31.8,35.0,24.9,31.0,Industrial
2024-01-14 03:00:00+00:00,Moscow,291.0,38.3,37.3,30.0,25.5,31.2,Industrial
2024-01-14 04:00:00+00:00,Moscow,288.0,48.1,52.9,20.0,28.5,34.1,Industrial
2024-01-14 05:00:00+00:00,Moscow,409.0,56.2,54.0,10.0,33.0,38.6,Industrial
2024-01-14 06:00:00+00:00,Moscow,434.0,51.3,53.9,7.0,32.8,41.1,Industrial
2024-01-14 07:00:00+00:00,Moscow,409.0,49.9,50.1,10.0,31.8,36.9,Industrial
2024-01-14 08:00:00+00:00,Moscow,401.0,40.9,45.5,18.0,29.4,38.5,Industrial
2024-01-14 09:00:00+00:00,Moscow,403.0,34.9,43.4,24.0,27.6,36.7,Industrial
2024-01-14 10:00:00+00:00,Moscow,395.0,34.2,45.5,27.0,26.5,35.4,Industrial
2024-01-14 11:00:00+00:00,Moscow,379.0,31.8,44.7,28.0,27.3,36.4,Industrial
2024-01-14 12:00:00+00:00,Moscow,392.0,34.0,44.8,28.0,27.8,34.2,Industrial
2024-01-14 13:00:00+00:00,Moscow,399.0,36.5,41.9,28.0,28.6,32.8,Industrial
2024-01-14 14:00:00+00:00,Moscow,396.0,37.5,38.8,26.0,29.3,34.6,Industrial
2024-01-14 15:00:00+00:00,Moscow,406.0,38.7,37.9,23.0,30.5,36.3,Industrial
2024-01-14 16:00:00+00:00,Moscow,414.0,38.6,36.6,20.0,30.9,36.2,Industrial
2024-01-14 17:00:00+00:00,Moscow,353.0,36.6,34.9,24.0,29.0,33.9,Industrial
2024-01-14 18:00:00+00:00,Moscow,308.0,33.8,33.5,29.0,25.7,30.1,Industrial
2024-01-14 19:00:00+00:00,Moscow,291.0,31.5,31.8,32.0,20.5,25.0,Industrial
2024-01-14 20:00:00+00:00,Moscow,268.0,26.8,28.6,36.0,18.3,20.7,Industrial
2024-01-14 21:00:00+00:00,Moscow,254.0,21.6,25.7,43.0,16.5,18.7,Industrial
2024-01-14 22:00:00+00:00,Moscow,242.0,20.1,26.0,43.0,14.6,17.4,Industrial
2024-01-14 23:00:00+00:00,Moscow,236.0,18.7,26.1,44.0,13.5,16.2,Industrial
2024-01-15 00:00:00+00:00,Moscow,218.0,18.2,26.2,43.0,13.9,17.3,Industrial
2024-01-15 01:00:00+00:00,Moscow,226.0,18.9,24.6,41.0,16.7,19.8,Industrial
2024-01-15 02:00:00+00:00,Moscow,225.0,20.2,26.1,41.0,17.1,20.3,Industrial
2024-01-15 03:00:00+00:00,Moscow,230.0,25.9,31.0,41.0,18.1,21.6,Industrial
2024-01-15 04:00:00+00:00,Moscow,247.0,30.2,35.4,26.0,19.5,22.5,Industrial
2024-01-15 05:00:00+00:00,Moscow,313.0,40.5,39.4,17.0,20.5,22.9,Industrial
2024-01-15 06:00:00+00:00,Moscow,320.0,41.9,39.7,17.0,19.5,23.5,Industrial
2024-01-15 07:00:00+00:00,Moscow,313.0,40.9,35.0,18.0,19.8,24.1,Industrial
2024-01-15 08:00:00+00:00,Moscow,304.0,36.7,34.8,22.0,19.0,24.7,Industrial
2024-01-15 09:00:00+00:00,Moscow,298.0,34.4,34.5,23.0,19.3,24.9,Industrial
2024-01-15 10:00:00+00:00,Moscow,295.0,33.2,33.0,24.0,19.5,25.3,Industrial
2024-01-15 11:00:00+00:00,Moscow,322.0,33.5,34.1,22.0,23.8,26.8,Industrial
2024-01-15 12:00:00+00:00,Moscow,326.0,35.5,33.9,22.0,24.0,27.7,Industrial
2024-01-15 13:00:00+00:00,Moscow,338.0,37.5,32.5,19.0,23.8,28.9,Industrial
2024-01-15 14:00:00+00:00,Moscow,333.0,39.0,33.4,16.0,23.7,28.0,Industrial
2024-01-15 15:00:00+00:00,Moscow,365.0,40.6,33.4,15.0,24.2,28.9,Industrial
2024-01-15 16:00:00+00:00,Moscow,340.0,41.5,31.1,21.0,25.2,28.3,Industrial
2024-01-15 17:00:00+00:00,Moscow,287.0,37.5,29.1,25.0,21.2,25.1,Industrial
2024-01-15 18:00:00+00:00,Moscow,269.0,31.0,27.7,28.0,18.1,21.2,Industrial
2024-01-15 19:00:00+00:00,Moscow,251.0,28.3,24.5,27.0,16.7,19.4,Industrial
2024-01-15 20:00:00+00:00,Moscow,243.0,24.1,20.7,35.0,16.1,18.8,Industrial
2024-01-15 21:00:00+00:00,Moscow,224.0,18.6,19.5,44.0,13.5,17.5,Industrial
2024-01-15 22:00:00+00:00,Moscow,217.0,17.1,18.2,46.0,14.6,18.3,Industrial
2024-01-15 23:00:00+00:00,Moscow,214.0,16.5,19.1,47.0,15.0,17.9,Industrial
2024-01-16 00:00:00+00:00,Moscow,214.0,18.7,23.0,49.0,17.3,20.2,Industrial
2024-01-16 01:00:00+00:00,Moscow,210.0,16.8,20.0,49.0,18.1,21.2,Industrial
2024-01-16 02:00:00+00:00,Moscow,213.0,18.8,22.0,46.0,19.4,22.6,Industrial
2024-01-16 03:00:00+00:00,Moscow,218.0,24.9,26.3,40.0,20.2,23.8,Industrial
2024-01-16 04:00:00+00:00,Moscow,241.0,29.3,32.1,33.0,20.1,24.7,Industrial
2024-01-16 05:00:00+00:00,Moscow,360.0,39.4,40.9,18.0,25.0,29.2,Industrial
2024-01-16 06:00:00+00:00,Moscow,403.0,48.2,46.3,16.0,28.4,33.6,Industrial
2024-01-16 07:00:00+00:00,Moscow,394.0,45.8,49.4,15.0,30.3,35.9,Industrial
2024-01-16 08:00:00+00:00,Moscow,377.0,42.4,47.8,19.0,30.4,36.0,Industrial
2024-01-16 09:00:00+00:00,Moscow,362.0,41.4,43.6,24.0,28.8,34.1,Industrial
2024-01-16 10:00:00+00:00,Moscow,354.0,38.6,40.8,28.0,28.1,33.2,Industrial
2024-01-16 11:00:00+00:00,Moscow,368.0,41.3,43.2,26.0,27.1,34.0,Industrial
2024-01-16 12:00:00+00:00,Moscow,399.0,46.7,44.1,22.0,27.4,35.8,Industrial
2024-01-16 13:00:00+00:00,Moscow,421.0,50.6,47.2,15.0,29.4,37.8,Industrial
2024-01-16 14:00:00+00:00,Moscow,460.0,58.1,54.2,7.0,32.2,43.8,Industrial
2024-01-16 15:00:00+00:00,Moscow,519.0,62.7,66.3,2.0,38.1,51.0,Industrial
2024-01-16 16:00:00+00:00,Moscow,703.0,68.5,71.4,1.0,40.6,58.4,Industrial
2024-01-16 17:00:00+00:00,Moscow,452.0,58.5,63.1,4.0,38.1,45.1,Industrial
2024-01-16 18:00:00+00:00,Moscow,406.0,50.6,47.5,11.0,31.5,36.1,Industrial
2024-01-16 19:00:00+00:00,Moscow,310.0,44.2,42.4,15.0,28.1,33.7,Industrial
2024-01-16 20:00:00+00:00,Moscow,333.0,42.7,38.7,18.0,27.0,30.7,Industrial
2024-01-16 21:00:00+00:00,Moscow,285.0,31.8,37.0,28.0,24.2,28.0,Industrial
2024-01-16 22:00:00+00:00,Moscow,253.0,25.5,24.6,31.0,18.8,21.7,Industrial
2024-01-16 23:00:00+00:00,Moscow,238.0,19.4,16.3,33.0,13.9,15.7,Industrial
2024-01-17 00:00:00+00:00,Moscow,223.0,16.9,18.1,35.0,12.4,14.6,Industrial
2024-01-17 01:00:00+00:00,Moscow,217.0,15.8,18.5,35.0,11.1,12.8,Industrial
2024-01-17 02:00:00+00:00,Moscow,215.0,14.8,16.5,34.0,10.5,13.2,Industrial
2024-01-17 03:00:00+00:00,Moscow,220.0,17.2,17.5,35.0,11.4,14.0,Industrial
2024-01-17 04:00:00+00:00,Moscow,237.0,19.1,20.5,32.0,11.0,13.3,Industrial
2024-01-17 05:00:00+00:00,Moscow,298.0,29.2,22.4,19.0,12.3,13.7,Industrial
2024-01-17 06:00:00+00:00,Moscow,296.0,32.4,23.5,20.0,12.8,15.6,Industrial
2024-01-17 07:00:00+00:00,Moscow,293.0,30.7,22.9,23.0,14.0,17.3,Industrial
2024-01-17 08:00:00+00:00,Moscow,283.0,27.7,20.6,29.0,14.6,19.5,Industrial
2024-01-17 09:00:00+00:00,Moscow,286.0,25.6,19.3,31.0,15.5,17.9,Industrial
2024-01-17 10:00:00+00:00,Moscow,276.0,25.6,17.6,36.0,14.6,17.1,Industrial
2024-01-17 11:00:00+00:00,Moscow,270.0,26.2,17.8,35.0,14.5,17.4,Industrial
2024-01-17 12:00:00+00:00,Moscow,312.0,31.5,21.3,35.0,15.6,20.2,Industrial
2024-01-17 13:00:00+00:00,Moscow,341.0,37.8,23.6,31.0,16.4,22.4,Industrial
2024-01-17 14:00:00+00:00,Moscow,361.0,44.4,24.5,27.0,16.3,24.1,Industrial
2024-01-17 15:00:00+00:00,Moscow,415.0,53.2,25.6,19.0,18.1,25.3,Industrial
2024-01-17 16:00:00+00:00,Moscow,395.0,54.7,27.3,19.0,19.3,24.8,Industrial
2024-01-17 17:00:00+00:00,Moscow,358.0,44.1,30.2,22.0,19.9,24.8,Industrial
2024-01-17 18:00:00+00:00,Moscow,328.0,40.3,29.1,25.0,18.4,24.5,Industrial
2024-01-17 19:00:00+00:00,Moscow,308.0,44.6,31.8,21.0,19.5,25.3,Industrial
2024-01-17 20:00:00+00:00,Moscow,297.0,39.2,29.4,31.0,20.1,25.0,Industrial
2024-01-17 21:00:00+00:00,Moscow,271.0,31.3,22.6,39.0,18.0,21.4,Industrial
2024-01-17 22:00:00+00:00,Moscow,255.0,31.1,22.7,39.0,16.8,21.3,Industrial
2024-01-17 23:00:00+00:00,Moscow,255.0,29.2,25.8,40.0,16.7,22.2,Industrial
2024-01-18 00:00:00+00:00,Moscow,257.0,33.9,28.6,36.0,17.3,21.2,Industrial
2024-01-18 01:00:00+00:00,Moscow,261.0,37.2,33.1,31.0,18.9,23.3,Industrial
2024-01-18 02:00:00+00:00,Moscow,275.0,40.7,39.0,26.0,22.4,26.6,Industrial
2024-01-18 03:00:00+00:00,Moscow,297.0,49.5,51.3,15.0,26.8,31.5,Industrial
2024-01-18 04:00:00+00:00,Moscow,398.0,62.3,73.6,8.0,32.6,37.5,Industrial
2024-01-18 05:00:00+00:00,Moscow,581.0,70.8,83.0,1.0,35.7,50.2,Industrial
2024-01-18 06:00:00+00:00,Moscow,592.0,68.3,80.7,2.0,33.2,47.7,Industrial
2024-01-18 07:00:00+00:00,Moscow,489.0,64.6,65.0,7.0,28.8,40.5,Industrial
2024-01-18 08:00:00+00:00,Moscow,367.0,47.1,48.7,22.0,20.8,29.0,Industrial
2024-01-18 09:00:00+00:00,Moscow,274.0,34.9,37.4,42.0,16.3,22.9,Industrial
2024-01-18 10:00:00+00:00,Moscow,236.0,27.1,32.5,55.0,13.9,18.5,Industrial
2024-01-18 11:00:00+00:00,Moscow,221.0,22.2,27.8,53.0,11.9,16.6,Industrial
2024-01-18 12:00:00+00:00,Moscow,213.0,20.0,22.2,59.0,10.4,13.5,Industrial
2024-01-18 13:00:00+00:00,Moscow,246.0,20.9,19.4,54.0,14.4,16.3,Industrial
2024-01-18 14:00:00+00:00,Moscow,258.0,20.2,19.0,59.0,12.2,15.2,Industrial
2024-01-18 15:00:00+00:00,Moscow,243.0,20.4,19.8,55.0,11.9,14.7,Industrial
2024-01-18 16:00:00+00:00,Moscow,239.0,22.9,20.7,54.0,11.6,14.1,Industrial
2024-01-18 17:00:00+00:00,Moscow,236.0,17.7,20.8,54.0,9.8,12.0,Industrial
2024-01-18 18:00:00+00:00,Moscow,235.0,17.2,21.4,49.0,9.9,11.7,Industrial
2024-01-18 19:00:00+00:00,Moscow,237.0,18.6,22.8,45.0,10.1,11.9,Industrial
2024-01-18 20:00:00+00:00,Moscow,241.0,20.5,23.5,43.0,11.5,13.2,Industrial
2024-01-18 21:00:00+00:00,Moscow,236.0,20.5,22.0,39.0,10.8,12.1,Industrial
2024-01-18 22:00:00+00:00,Moscow,226.0,22.9,21.0,36.0,10.8,12.4,Industrial
2024-01-18 23:00:00+00:00,Moscow,213.0,19.0,20.8,38.0,10.3,12.0,Industrial
2024-01-19 00:00:00+00:00,Moscow,217.0,19.1,19.2,38.0,10.3,12.0,Industrial
2024-01-19 01:00:00+00:00,Moscow,223.0,30.4,26.0,34.0,13.5,15.9,Industrial
2024-01-19 02:00:00+00:00,Moscow,229.0,27.4,28.7,29.0,13.8,16.0,Industrial
2024-01-19 03:00:00+00:00,Moscow,239.0,29.4,34.8,21.0,14.4,18.2,Industrial
2024-01-19 04:00:00+00:00,Moscow,279.0,50.6,43.0,7.0,23.4,29.6,Industrial
2024-01-19 05:00:00+00:00,Moscow,448.0,58.0,51.3,1.0,29.6,39.9,Industrial
2024-01-19 06:00:00+00:00,Moscow,536.0,57.3,56.5,1.0,35.2,44.0,Industrial
2024-01-19 07:00:00+00:00,Moscow,559.0,55.9,58.3,3.0,38.1,52.1,Industrial
2024-01-19 08:00:00+00:00,Moscow,506.0,50.9,52.7,7.0,36.1,42.9,Industrial
2024-01-19 09:00:00+00:00,Moscow,482.0,47.2,48.0,10.0,33.6,39.5,Industrial
2024-01-19 10:00:00+00:00,Moscow,481.0,48.8,44.7,15.0,32.6,45.5,Industrial
2024-01-19 11:00:00+00:00,Moscow,501.0,52.9,49.6,12.0,34.0,48.5,Industrial
2024-01-19 12:00:00+00:00,Moscow,550.0,57.4,58.9,9.0,37.8,52.3,Industrial
2024-01-19 13:00:00+00:00,Moscow,675.0,63.7,60.7,6.0,42.1,51.4,Industrial
2024-01-19 14:00:00+00:00,Moscow,711.0,66.8,59.0,2.0,36.5,51.6,Industrial
2024-01-19 15:00:00+00:00,Moscow,778.0,71.4,59.8,1.0,43.1,58.4,Industrial
2024-01-19 16:00:00+00:00,Moscow,727.0,73.0,65.3,1.0,49.9,55.3,Industrial
2024-01-19 17:00:00+00:00,Moscow,610.0,64.7,61.0,1.0,40.0,50.0,Industrial
2024-01-19 18:00:00+00:00,Moscow,494.0,58.9,55.8,1.0,35.9,44.1,Industrial
2024-01-19 19:00:00+00:00,Moscow,447.0,58.9,47.1,3.0,34.4,42.7,Industrial
2024-01-19 20:00:00+00:00,Moscow,438.0,59.0,40.4,4.0,32.0,40.8,Industrial
2024-01-19 21:00:00+00:00,Moscow,424.0,51.8,33.4,8.0,31.0,37.5,Industrial
2024-01-19 22:00:00+00:00,Moscow,396.0,48.8,27.9,12.0,30.4,35.2,Industrial
2024-01-19 23:00:00+00:00,Moscow,381.0,50.3,27.6,13.0,28.7,38.0,Industrial
2024-01-20 00:00:00+00:00,Moscow,345.0,46.7,33.6,15.0,28.8,40.3,Industrial
2024-01-20 01:00:00+00:00,Moscow,330.0,43.8,31.9,19.0,26.3,31.2,Industrial
2024-01-20 02:00:00+00:00,Moscow,296.0,40.4,31.8,24.0,24.4,31.4,Industrial
2024-01-20 03:00:00+00:00,Moscow,295.0,40.8,32.0,21.0,24.1,27.9,Industrial
2024-01-20 04:00:00+00:00,Moscow,299.0,50.5,47.2,12.0,27.4,31.5,Industrial
2024-01-20 05:00:00+00:00,Moscow,464.0,54.5,59.2,4.0,32.1,41.7,Industrial
2024-01-20 06:00:00+00:00,Moscow,519.0,55.7,59.5,4.0,36.1,46.2,Industrial
2024-01-20 07:00:00+00:00,Moscow,549.0,57.6,53.6,7.0,35.2,36.9,Industrial
2024-01-20 08:00:00+00:00,Moscow,519.0,50.1,48.0,10.0,33.9,36.2,Industrial
2024-01-20 09:00:00+00:00,Moscow,506.0,45.5,42.2,13.0,33.7,36.2,Industrial
2024-01-20 10:00:00+00:00,Moscow,503.0,44.4,39.5,14.0,34.5,37.4,Industrial
2024-01-20 11:00:00+00:00,Moscow,490.0,45.7,36.2,14.0,34.5,43.6,Industrial
2024-01-20 12:00:00+00:00,Moscow,490.0,48.3,35.3,12.0,34.2,41.3,Industrial
2024-01-20 13:00:00+00:00,Moscow,503.0,51.3,36.2,9.0,34.2,41.1,Industrial
2024-01-20 14:00:00+00:00,Moscow,526.0,53.0,40.2,4.0,36.4,42.7,Industrial
2024-01-20 15:00:00+00:00,Moscow,556.0,54.1,44.7,1.0,38.1,45.5,Industrial
2024-01-20 16:00:00+00:00,Moscow,546.0,57.3,45.8,1.0,37.8,53.1,Industrial
2024-01-20 17:00:00+00:00,Moscow,492.0,57.0,45.2,2.0,40.3,52.1,Industrial
2024-01-20 18:00:00+00:00,Moscow,497.0,55.8,51.6,3.0,40.2,51.8,Industrial
2024-01-20 19:00:00+00:00,Moscow,521.0,53.9,58.4,1.0,36.6,47.7,Industrial
2024-01-20 20:00:00+00:00,Moscow,446.0,49.3,46.0,1.0,32.4,42.9,Industrial
2024-01-20 21:00:00+00:00,Moscow,353.0,42.9,28.0,7.0,27.9,35.1,Industrial
2024-01-20 22:00:00+00:00,Moscow,356.0,36.4,21.5,16.0,25.4,29.0,Industrial
2024-01-20 23:00:00+00:00,Moscow,303.0,37.8,22.4,19.0,22.6,24.3,Industrial
2024-01-21 00:00:00+00:00,Moscow,275.0,32.5,23.4,24.0,21.2,22.9,Industrial
2024-01-21 01:00:00+00:00,Moscow,267.0,33.8,27.8,21.0,23.6,28.1,Industrial
2024-01-21 02:00:00+00:00,Moscow,283.0,37.1,31.6,19.0,24.0,28.7,Industrial
2024-01-21 03:00:00+00:00,Moscow,275.0,38.6,38.1,19.0,22.6,26.7,Industrial
2024-01-21 04:00:00+00:00,Moscow,276.0,54.9,53.7,10.0,27.1,31.1,Industrial
2024-01-21 05:00:00+00:00,Moscow,463.0,58.2,69.1,4.0,31.6,40.0,Industrial
2024-01-21 06:00:00+00:00,Moscow,532.0,57.5,72.9,3.0,33.5,40.6,Industrial
2024-01-21 07:00:00+00:00,Moscow,555.0,55.9,71.8,7.0,33.3,40.2,Industrial
2024-01-21 08:00:00+00:00,Moscow,522.0,54.3,65.6,12.0,32.0,38.7,Industrial
2024-01-21 09:00:00+00:00,Moscow,481.0,45.4,48.3,20.0,29.5,34.9,Industrial
2024-01-21 10:00:00+00:00,Moscow,454.0,41.3,42.7,26.0,27.7,32.7,Industrial
2024-01-21 11:00:00+00:00,Moscow,457.0,40.7,42.1,27.0,29.3,35.2,Industrial
2024-01-21 12:00:00+00:00,Moscow,442.0,40.0,41.5,28.0,29.2,34.9,Industrial
2024-01-21 13:00:00+00:00,Moscow,467.0,46.6,48.1,16.0,32.4,39.9,Industrial
2024-01-21 14:00:00+00:00,Moscow,525.0,51.4,53.7,7.0,35.4,39.4,Industrial
2024-01-21 15:00:00+00:00,Moscow,654.0,61.5,51.5,2.0,40.3,48.0,Industrial
2024-01-21 16:00:00+00:00,Moscow,670.0,60.7,60.8,0.0,44.8,59.3,Industrial
2024-01-21 17:00:00+00:00,Moscow,673.0,61.3,64.9,0.0,45.9,61.1,Industrial
2024-01-21 18:00:00+00:00,Moscow,591.0,61.1,63.2,0.0,45.9,58.9,Industrial
2024-01-21 19:00:00+00:00,Moscow,501.0,60.5,67.4,0.0,45.0,51.9,Industrial
2024-01-21 20:00:00+00:00,Moscow,430.0,51.4,46.0,9.0,36.8,42.6,Industrial
2024-01-21 21:00:00+00:00,Moscow,364.0,40.2,28.6,22.0,28.6,34.0,Industrial
2024-01-21 22:00:00+00:00,Moscow,309.0,37.3,25.9,20.0,24.5,28.8,Industrial
2024-01-21 23:00:00+00:00,Moscow,312.0,35.2,28.2,39.0,20.8,25.1,Industrial
2024-01-22 00:00:00+00:00,Moscow,272.0,29.6,26.7,46.0,19.0,22.6,Industrial
2024-01-22 01:00:00+00:00,Moscow,248.0,30.9,28.3,41.0,20.2,25.5,Industrial
2024-01-22 02:00:00+00:00,Moscow,241.0,25.9,27.4,43.0,18.9,25.3,Industrial
2024-01-22 03:00:00+00:00,Moscow,240.0,29.9,31.9,43.0,17.9,24.5,Industrial
2024-01-22 04:00:00+00:00,Moscow,292.0,46.1,40.1,21.0,19.5,26.6,Industrial
2024-01-22 05:00:00+00:00,Moscow,388.0,53.0,45.8,10.0,24.2,34.3,Industrial
2024-01-22 06:00:00+00:00,Moscow,407.0,52.1,46.8,13.0,26.6,36.3,Industrial
2024-01-22 07:00:00+00:00,Moscow,390.0,48.6,44.6,14.0,26.8,36.4,Industrial
2024-01-22 08:00:00+00:00,Moscow,374.0,42.2,40.8,24.0,25.3,33.1,Industrial
2024-01-22 09:00:00+00:00,Moscow,362.0,36.3,38.0,37.0,23.4,28.9,Industrial
2024-01-22 10:00:00+00:00,Moscow,313.0,34.5,33.9,39.0,20.9,25.0,Industrial
2024-01-22 11:00:00+00:00,Moscow,317.0,33.9,33.6,37.0,21.5,25.7,Industrial
2024-01-22 12:00:00+00:00,Moscow,313.0,34.2,32.7,37.0,20.8,25.9,Industrial
2024-01-22 13:00:00+00:00,Moscow,316.0,34.8,29.2,37.0,19.7,24.5,Industrial
2024-01-22 14:00:00+00:00,Moscow,335.0,36.5,26.7,35.0,20.5,24.2,Industrial
2024-01-22 15:00:00+00:00,Moscow,342.0,37.0,25.2,34.0,20.5,24.0,Industrial
2024-01-22 16:00:00+00:00,Moscow,291.0,36.5,24.1,34.0,17.7,21.3,Industrial
2024-01-22 17:00:00+00:00,Moscow,274.0,30.6,24.2,44.0,17.0,22.2,Industrial
2024-01-22 18:00:00+00:00,Moscow,258.0,27.1,23.1,47.0,17.2,21.4,Industrial
2024-01-22 19:00:00+00:00,Moscow,243.0,26.3,21.5,43.0,17.0,19.9,Industrial
2024-01-22 20:00:00+00:00,Moscow,230.0,21.2,18.7,49.0,14.6,15.6,Industrial
2024-01-22 21:00:00+00:00,Moscow,217.0,16.2,15.9,53.0,12.8,14.7,Industrial
2024-01-22 22:00:00+00:00,Moscow,211.0,13.9,15.1,57.0,14.0,16.2,Industrial
2024-01-22 23:00:00+00:00,Moscow,210.0,13.0,14.2,56.0,13.1,15.8,Industrial
2024-01-23 00:00:00+00:00,Moscow,208.0,12.9,13.8,58.0,13.0,14.3,Industrial
2024-01-23 01:00:00+00:00,Moscow,208.0,12.7,14.1,55.0,13.6,14.8,Industrial
2024-01-23 02:00:00+00:00,Moscow,213.0,13.7,15.1,55.0,13.0,14.0,Industrial
2024-01-23 03:00:00+00:00,Moscow,218.0,18.0,18.2,49.0,13.3,14.6,Industrial
2024-01-23 04:00:00+00:00,Moscow,235.0,20.1,21.2,48.0,14.9,18.8,Industrial
2024-01-23 05:00:00+00:00,Moscow,258.0,27.6,22.4,38.0,18.4,19.9,Industrial
2024-01-23 06:00:00+00:00,Moscow,268.0,30.6,24.0,38.0,19.5,21.7,Industrial
2024-01-23 07:00:00+00:00,Moscow,285.0,30.2,27.0,38.0,20.6,24.9,Industrial
2024-01-23 08:00:00+00:00,Moscow,293.0,27.4,27.4,39.0,21.6,26.4,Industrial
2024-01-23 09:00:00+00:00,Moscow,302.0,25.3,25.6,39.0,22.1,26.6,Industrial
2024-01-23 10:00:00+00:00,Moscow,293.0,24.1,24.4,41.0,20.7,26.3,Industrial
2024-01-23 11:00:00+00:00,Moscow,288.0,24.7,23.6,40.0,19.9,25.0,Industrial
2024-01-23 12:00:00+00:00,Moscow,298.0,25.4,22.6,40.0,19.4,24.1,Industrial
2024-01-23 13:00:00+00:00,Moscow,301.0,27.2,22.0,38.0,18.7,22.7,Industrial
2024-01-23 14:00:00+00:00,Moscow,305.0,28.5,21.1,36.0,18.7,22.4,Industrial
2024-01-23 15:00:00+00:00,Moscow,306.0,30.7,21.6,32.0,20.2,22.9,Industrial
2024-01-23 16:00:00+00:00,Moscow,302.0,33.1,22.1,34.0,20.7,22.2,Industrial
2024-01-23 17:00:00+00:00,Moscow,271.0,26.6,21.4,35.0,17.6,19.9,Industrial
